state,condition,year,current_cost,lower_bound,upper_bound
OK,asthma,2018,34074.14638789746,22308.684874791805,45839.60790100312
OK,chronic_kidney,2018,38242.18468553913,26482.50565019715,50001.863720881105
OK,pulmonary,2018,28327.54717907399,16572.378878457188,40082.71547969079
OK,depression,2018,28382.759632999514,16625.842187856928,40139.6770781421
OK,diabetes,2018,34116.57324701908,22362.24703694263,45870.899457095526
OK,hyperlip,2018,63228.66035883926,51457.15095495481,75000.16976272372
OK,hypertension,2018,28943.623067904013,17181.01667129268,40706.229464515345
OK,ischemia,2018,108425.36315366079,96644.6424190545,120206.08388826708
OK,arthritis,2018,14431.321637668578,2650.1127093420255,26212.53056599513
OK,psychotic,2018,20442.6522769146,8673.337747635936,32211.96680619326
OK,stroke,2018,74608.81290023813,62821.17676184722,86396.44903862904
OR,atrial_fib,2018,29741.983823065264,17981.623903179876,41502.34374295065
OR,asthma,2018,26166.552098225042,14404.317917062199,37928.78627938789
OR,chronic_kidney,2018,31372.110588446925,19612.37124032625,43131.849936567596
OR,pulmonary,2018,26960.021691034748,15202.56124915695,38717.48213291255
OR,depression,2018,27564.78151151093,15809.246478018891,39320.31654500297
OR,diabetes,2018,25313.57950971336,13561.068509955092,37066.09050947163
OR,hyperlip,2018,44268.06652628491,32506.57588844915,56029.55716412066
OR,hypertension,2018,25143.804089945002,13378.670157518909,36908.9380223711
OR,ischemia,2018,90251.36785346302,78493.4851468151,102009.25056011093
OR,psychotic,2018,39572.44594019079,27806.02278425001,51338.869096131566
PA,atrial_fib,2018,56000.76713112538,44052.006973706695,67949.52728854406
PA,asthma,2018,45166.975075019276,33210.06827359283,57123.881876445725
PA,chronic_kidney,2018,53617.71553697593,41665.697171363325,65569.73390258853
PA,pulmonary,2018,42583.515530793054,30636.883043343325,54530.148018242784
PA,depression,2018,45754.33484388429,33809.11861491241,57699.551072856164
PA,diabetes,2018,44527.21514826222,32581.916182910536,56472.51411361391
PA,hyperlip,2018,71853.17192628971,59906.780678314026,83799.5631742654
PA,hypertension,2018,39043.00350377293,27087.19883741824,50998.808170127624
PA,ischemia,2018,130528.37220304161,118553.74245310768,142503.00195297555
PA,arthritis,2018,41885.493529543106,29916.786581634402,53854.200477451814
PA,psychotic,2018,50595.75741007258,38640.51326875189,62551.001551393274
PA,stroke,2018,104931.96002051728,92939.42597549356,116924.49406554099
RI,atrial_fib,2018,30116.928101029614,18363.43070670704,41870.42549535219
RI,asthma,2018,26659.300945737294,14899.196723827317,38419.40516764727
RI,chronic_kidney,2018,23171.853768819583,11414.246790987801,34929.46074665136
RI,pulmonary,2018,20600.2325741699,8845.9575982931,32354.5075500467
RI,depression,2018,23236.735927835864,11483.746115986709,34989.72573968502
RI,diabetes,2018,21131.647282438775,9381.95619053161,32881.33837434594
RI,hyperlip,2018,34630.29834269754,22864.51936984644,46396.07731554864
RI,hypertension,2018,22013.8393603524,10251.544251592632,33776.13446911216
RI,ischemia,2018,71293.90721986217,59528.43101344276,83059.38342628158
RI,arthritis,2018,21187.615156965665,9402.006895624867,32973.223418306465
RI,psychotic,2018,25070.144852765494,13306.244103678533,36834.04560185246
RI,stroke,2018,63692.68154263014,51901.68129930926,75483.68178595102
SC,atrial_fib,2018,56508.39200453741,44720.52885830294,68296.25515077187
SC,asthma,2018,31202.185556567234,19419.839304929643,42984.531808204825
SC,chronic_kidney,2018,36345.36737891053,24568.620167894325,48122.114589926736
SC,pulmonary,2018,31322.823511780025,19548.51936984189,43097.127653718155
SC,depression,2018,34621.929126068164,22846.823433319543,46397.034818816785
SC,diabetes,2018,33279.39321763679,21508.213938208726,45050.57249706485
SC,hyperlip,2018,66937.59571037181,55147.47093611707,78727.72048462655
SC,hypertension,2018,29417.047039326364,17635.66909288802,41198.42498576471
SC,ischemia,2018,103256.81255849775,91472.19474762831,115041.4303693672
SC,arthritis,2018,27236.182944475433,15437.31184105736,39035.05404789351
SC,psychotic,2018,35583.200296731724,23801.978173095835,47364.42242036761
SC,stroke,2018,73467.13991835213,61663.49406361787,85270.78577308639
SD,atrial_fib,2018,32474.867093428915,20725.326703887265,44224.407482970564
SD,asthma,2018,23804.863153822702,12048.827525574488,35560.898782070915
SD,chronic_kidney,2018,26336.70584485393,14584.40568097869,38089.006008729164
SD,pulmonary,2018,22165.408370026973,10416.091410511888,33914.72532954206
SD,depression,2018,20936.703329951564,9187.7257498724,32685.68091003073
SD,diabetes,2018,36614.841288796546,24864.06624750686,48365.61633008623
SD,hyperlip,2018,50776.085597010555,39020.46145986799,62531.70973415312
SD,hypertension,2018,21894.40350280755,10136.054354857288,33652.75265075781
SD,ischemia,2018,71504.75856759788,59743.62280697224,83265.89432822351
SD,psychotic,2018,29778.87578796333,18019.54103609452,41538.210539832144
TN,atrial_fib,2018,47587.55951047724,35798.11908343072,59376.99993752375
TN,asthma,2018,30811.680091413964,19018.607743242712,42604.752439585216
TN,chronic_kidney,2018,37927.35617449597,26138.665664145643,49716.046684846304
TN,pulmonary,2018,29960.923791371373,18175.03452682356,41746.813055919185
TN,depression,2018,30553.25514413991,18767.218020695982,42339.292267583834
TN,diabetes,2018,31278.657639321733,19494.391312095562,43062.9239665479
TN,hyperlip,2018,56681.5095714313,44892.416370215564,68470.60277264703
TN,hypertension,2018,29364.02088767025,17573.71278153783,41154.32899380267
TN,ischemia,2018,111537.61025849714,99729.13848173832,123346.08203525595
TN,arthritis,2018,27477.735811691116,15674.987417666356,39280.484205715875
TN,psychotic,2018,34981.09543720573,23188.492256764875,46773.69861764659
TN,stroke,2018,70533.02551392661,58719.862520800016,82346.1885070532
TX,atrial_fib,2018,53409.04486565723,41483.1663427505,65334.92338856397
TX,asthma,2018,39644.38759728259,27714.36261130285,51574.41258326233
TX,chronic_kidney,2018,50001.0637746401,38075.94956704232,61926.177982237874
TX,pulmonary,2018,43294.62926746272,31364.187729977217,55225.07080494822
TX,depression,2018,49645.072412980975,37722.6867099349,61567.45811602705
TX,diabetes,2018,44266.177565653714,32346.6452541027,56185.70987720473
TX,hyperlip,2018,81747.5083101961,69826.95097063904,93668.06564975317
TX,hypertension,2018,38833.61751538667,26901.652487959305,50765.58254281404
TX,ischemia,2018,127342.49888234615,115416.53150705258,139268.46625763972
TX,arthritis,2018,31434.248022703934,19484.18048421159,43384.31556119628
TX,psychotic,2018,48523.62440625286,36595.23526806405,60452.01354444167
TX,stroke,2018,103202.68689235672,91260.5759272965,115144.79785741695
UT,atrial_fib,2018,33104.245455719865,21349.220165467763,44859.27074597197
UT,chronic_kidney,2018,28901.788761442273,17144.140812492886,40659.43671039166
UT,pulmonary,2018,36171.224773841255,24408.225201041783,47934.22434664072
UT,depression,2018,20970.272306298593,9216.985797633934,32723.558814963253
UT,diabetes,2018,26191.977172228377,14441.888362187157,37942.065982269596
UT,hyperlip,2018,29971.2600544367,18201.058039939686,41741.46206893372
UT,ischemia,2018,94662.12710702843,82902.7279382783,106421.52627577855
UT,stroke,2018,47316.38312014858,35509.57420105828,59123.19203923888
VA,atrial_fib,2018,45618.935841420964,33790.18408279588,57447.68760004605
VA,asthma,2018,25939.364400907518,14106.98523599528,37771.74356581976
VA,chronic_kidney,2018,33416.84498555262,21588.216398040655,45245.473573064584
VA,pulmonary,2018,26101.33444669843,14275.736912193861,37926.931981203
VA,depression,2018,27066.11426068396,15244.858850774901,38887.36967059302
VA,diabetes,2018,30320.32689602566,18498.054233518276,42142.599558533046
VA,hyperlip,2018,54452.5099545333,42623.646598103165,66281.37331096343
VA,hypertension,2018,26539.2749734969,14708.767914644268,38369.78203234953
VA,ischemia,2018,100178.68890663433,88345.17592350642,112012.20188976223
VA,arthritis,2018,34711.06311176895,22862.34926019321,46559.77696334469
VA,psychotic,2018,30087.329599386616,18254.75713934486,41919.90205942837
VA,stroke,2018,76508.25661078116,64657.7944543885,88358.7187671738
VT,atrial_fib,2018,25636.969474463927,13880.73730682453,37393.201642103326
VT,asthma,2018,17363.7301714737,5603.921886599588,29123.538456347815
VT,chronic_kidney,2018,29962.406389019936,18208.006828876387,41716.805949163485
VT,pulmonary,2018,19828.8872532961,8075.852986524691,31581.92152006751
VT,depression,2018,20162.158507595883,8410.382834031763,31913.934181160002
VT,diabetes,2018,21565.737151868932,9817.512261372727,33313.962042365136
VT,ischemia,2018,64260.705113067415,52485.98476107308,76035.42546506175
VT,psychotic,2018,30258.858152723435,18496.891320831015,42020.82498461586
WA,atrial_fib,2018,41600.401252395575,29779.317932107704,53421.48457268345
WA,asthma,2018,35240.9747357101,23414.997576997477,47066.951894422724
WA,chronic_kidney,2018,37881.11363266953,26056.943754653144,49705.28351068591
WA,pulmonary,2018,34510.69976729603,22687.946941703867,46333.45259288819
WA,depression,2018,36166.94040143953,24346.58594189694,47987.294860982125
WA,diabetes,2018,36550.438363657595,24734.1224906504,48366.75423666479
WA,hyperlip,2018,72354.96242436647,60512.71640788379,84197.20844084915
WA,hypertension,2018,33498.240816412996,21668.759631132456,45327.72200169353
WA,ischemia,2018,123505.49608716549,111637.44767082376,135373.54450350723
WA,arthritis,2018,24054.37486682305,12214.004030675647,35894.74570297045
WA,psychotic,2018,59212.98582722773,47363.83254172452,71062.13911273093
WA,stroke,2018,78000.90476573545,66155.57038685301,89846.2391446179
WI,atrial_fib,2018,32062.353632405062,20291.607699130705,43833.09956567942
WI,asthma,2018,30074.241821369975,18304.7231146174,41843.76052812255
WI,chronic_kidney,2018,32771.737330723474,21004.015340403363,44539.459321043585
WI,pulmonary,2018,25813.1644532858,14048.260056533893,37578.06885003771
WI,depression,2018,22930.869359409407,11166.015975449045,34695.72274336977
WI,diabetes,2018,28970.672028644418,17210.45566515514,40730.8883921337
WI,hyperlip,2018,44824.873719845025,33053.17408890409,56596.57335078596
WI,hypertension,2018,28372.930119320372,16602.747792590475,40143.11244605027
WI,ischemia,2018,85786.54234578718,74015.90073334346,97557.1839582309
WI,arthritis,2018,28306.347561478346,16520.87632349861,40091.81879945808
WI,psychotic,2018,43380.54569366971,31608.688354868675,55152.40303247074
WI,stroke,2018,97260.6082177102,85444.31710704106,109076.89932837935
WV,atrial_fib,2018,26019.52806210503,14267.70743802464,37771.34868618542
WV,asthma,2018,20869.249954502004,9116.516620976003,32621.983288028005
WV,chronic_kidney,2018,23972.811172751608,12222.48201597005,35723.14032953317
WV,pulmonary,2018,20856.076843684812,9108.594551087777,32603.559136281845
WV,depression,2018,29744.117479627617,17993.720159798177,41494.51479945706
WV,diabetes,2018,22811.348725502496,11068.14788845603,34554.549562548964
WV,hyperlip,2018,33339.02820561818,21580.051920182406,45098.00449105396
WV,hypertension,2018,23358.305643986554,11603.770779761055,35112.84050821205
WV,ischemia,2018,71549.00343802123,59789.57821818146,83308.428657861
WV,psychotic,2018,27313.74182814533,15557.810905895532,39069.672750395126
WV,stroke,2018,55374.171905245545,43586.29486519496,67162.04894529612
WY,atrial_fib,2018,29110.737643209075,17357.94093189972,40863.53435451843
WY,chronic_kidney,2018,23755.75011355418,12000.340699005352,35511.159528103
WY,pulmonary,2018,21204.16407750789,9451.539311955014,32956.78884306076
WY,depression,2018,21277.807435321825,9526.156011742894,33029.458858900754
WY,diabetes,2018,19959.93919630003,8211.358957013406,31708.519435586655
WY,ischemia,2018,105135.8514028923,93363.73396961512,116907.96883616947
AK,atrial_fib,2017,82202.87,82202.87,82202.87
AK,chronic_kidney,2017,55526.67,55526.67,55526.67
AK,pulmonary,2017,47005.51,47005.51,47005.51
AK,depression,2017,28606.45,28606.45,28606.45
AK,diabetes,2017,39967.39,39967.39,39967.39
AK,ischemia,2017,215846.47,215846.47,215846.47
AL,atrial_fib,2017,46822.53,46822.53,46822.53
AL,asthma,2017,28257.61,28257.61,28257.61
AL,chronic_kidney,2017,42591.11,42591.11,42591.11
AL,pulmonary,2017,32907.72,32907.72,32907.72
AL,depression,2017,23276.41,23276.41,23276.41
AL,diabetes,2017,31951.41,31951.41,31951.41
AL,hyperlip,2017,65292.03,65292.03,65292.03
AL,hypertension,2017,32824.24,32824.24,32824.24
AL,ischemia,2017,117394.67,117394.67,117394.67
AL,arthritis,2017,20516.15,20516.15,20516.15
AL,psychotic,2017,26808.97,26808.97,26808.97
AL,stroke,2017,59503.82,59503.82,59503.82
AR,atrial_fib,2017,32151.49,32151.49,32151.49
AR,asthma,2017,18998.68,18998.68,18998.68
AR,chronic_kidney,2017,25334.84,25334.84,25334.84
AR,pulmonary,2017,21835.35,21835.35,21835.35
AR,depression,2017,12886.79,12886.79,12886.79
AR,diabetes,2017,22674.92,22674.92,22674.92
AR,hyperlip,2017,33689.0,33689.0,33689.0
AR,hypertension,2017,18258.6,18258.6,18258.6
AR,ischemia,2017,82556.5,82556.5,82556.5
AR,psychotic,2017,19382.55,19382.55,19382.55
AR,stroke,2017,60759.75,60759.75,60759.75
AZ,atrial_fib,2017,44113.97,44113.97,44113.97
AZ,asthma,2017,34344.17,34344.17,34344.17
AZ,chronic_kidney,2017,38686.5,38686.5,38686.5
AZ,pulmonary,2017,39114.78,39114.78,39114.78
AZ,depression,2017,33130.57,33130.57,33130.57
AZ,diabetes,2017,38939.76,38939.76,38939.76
AZ,hyperlip,2017,54144.79,54144.79,54144.79
AZ,hypertension,2017,30125.59,30125.59,30125.59
AZ,ischemia,2017,115810.26,115810.26,115810.26
AZ,arthritis,2017,22267.49,22267.49,22267.49
AZ,psychotic,2017,21516.87,21516.87,21516.87
AZ,stroke,2017,66366.32,66366.32,66366.32
CA,atrial_fib,2017,74454.3,74454.3,74454.3
CA,asthma,2017,60214.62,60214.62,60214.62
CA,chronic_kidney,2017,66003.33,66003.33,66003.33
CA,pulmonary,2017,59784.32,59784.32,59784.32
CA,depression,2017,58539.84,58539.84,58539.84
CA,diabetes,2017,63897.92,63897.92,63897.92
CA,hyperlip,2017,97251.47,97251.47,97251.47
CA,hypertension,2017,53279.95,53279.95,53279.95
CA,ischemia,2017,170190.43,170190.43,170190.43
CA,arthritis,2017,59758.12,59758.12,59758.12
CA,psychotic,2017,75278.73,75278.73,75278.73
CA,stroke,2017,132974.11,132974.11,132974.11
CO,atrial_fib,2017,49008.27,49008.27,49008.27
CO,asthma,2017,33293.03,33293.03,33293.03
CO,chronic_kidney,2017,46394.7,46394.7,46394.7
CO,pulmonary,2017,40273.13,40273.13,40273.13
CO,depression,2017,41021.84,41021.84,41021.84
CO,diabetes,2017,43123.28,43123.28,43123.28
CO,hyperlip,2017,61600.96,61600.96,61600.96
CO,hypertension,2017,39576.1,39576.1,39576.1
CO,ischemia,2017,135553.76,135553.76,135553.76
CO,arthritis,2017,33025.7,33025.7,33025.7
CO,psychotic,2017,41485.88,41485.88,41485.88
CO,stroke,2017,99871.38,99871.38,99871.38
CT,atrial_fib,2017,32475.14,32475.14,32475.14
CT,asthma,2017,21751.23,21751.23,21751.23
CT,chronic_kidney,2017,25546.72,25546.72,25546.72
CT,pulmonary,2017,22394.67,22394.67,22394.67
CT,depression,2017,26907.03,26907.03,26907.03
CT,diabetes,2017,24715.48,24715.48,24715.48
CT,hyperlip,2017,31889.32,31889.32,31889.32
CT,hypertension,2017,29633.63,29633.63,29633.63
CT,ischemia,2017,63955.63,63955.63,63955.63
CT,arthritis,2017,23307.96,23307.96,23307.96
CT,psychotic,2017,35559.59,35559.59,35559.59
CT,stroke,2017,64884.31,64884.31,64884.31
DE,atrial_fib,2017,36350.45,36350.45,36350.45
DE,asthma,2017,19284.99,19284.99,19284.99
DE,chronic_kidney,2017,26272.2,26272.2,26272.2
DE,pulmonary,2017,21874.81,21874.81,21874.81
DE,depression,2017,28694.63,28694.63,28694.63
DE,diabetes,2017,23289.75,23289.75,23289.75
DE,hyperlip,2017,28112.79,28112.79,28112.79
DE,hypertension,2017,19129.71,19129.71,19129.71
DE,ischemia,2017,85282.19,85282.19,85282.19
DE,arthritis,2017,26659.82,26659.82,26659.82
DE,psychotic,2017,20965.12,20965.12,20965.12
DE,stroke,2017,62456.29,62456.29,62456.29
FL,atrial_fib,2017,60222.16,60222.16,60222.16
FL,asthma,2017,36931.67,36931.67,36931.67
FL,chronic_kidney,2017,46878.99,46878.99,46878.99
FL,pulmonary,2017,39335.49,39335.49,39335.49
FL,depression,2017,35969.65,35969.65,35969.65
FL,diabetes,2017,40263.04,40263.04,40263.04
FL,hyperlip,2017,74617.57,74617.57,74617.57
FL,hypertension,2017,33692.97,33692.97,33692.97
FL,ischemia,2017,126767.05,126767.05,126767.05
FL,arthritis,2017,31106.78,31106.78,31106.78
FL,psychotic,2017,51102.1,51102.1,51102.1
FL,stroke,2017,96287.85,96287.85,96287.85
GA,atrial_fib,2017,37895.57,37895.57,37895.57
GA,asthma,2017,24721.03,24721.03,24721.03
GA,chronic_kidney,2017,33598.83,33598.83,33598.83
GA,pulmonary,2017,28502.02,28502.02,28502.02
GA,depression,2017,25947.92,25947.92,25947.92
GA,diabetes,2017,33031.44,33031.44,33031.44
GA,hyperlip,2017,50389.64,50389.64,50389.64
GA,hypertension,2017,27932.34,27932.34,27932.34
GA,ischemia,2017,101023.99,101023.99,101023.99
GA,arthritis,2017,20173.85,20173.85,20173.85
GA,psychotic,2017,33457.92,33457.92,33457.92
GA,stroke,2017,76536.41,76536.41,76536.41
HI,atrial_fib,2017,34127.72,34127.72,34127.72
HI,asthma,2017,35306.76,35306.76,35306.76
HI,chronic_kidney,2017,34055.7,34055.7,34055.7
HI,pulmonary,2017,34757.39,34757.39,34757.39
HI,depression,2017,15284.41,15284.41,15284.41
HI,diabetes,2017,29356.02,29356.02,29356.02
HI,ischemia,2017,84427.05,84427.05,84427.05
HI,stroke,2017,40533.31,40533.31,40533.31
IA,atrial_fib,2017,33825.77,33825.77,33825.77
IA,asthma,2017,22902.89,22902.89,22902.89
IA,chronic_kidney,2017,31062.42,31062.42,31062.42
IA,pulmonary,2017,21817.79,21817.79,21817.79
IA,depression,2017,18545.11,18545.11,18545.11
IA,diabetes,2017,24022.47,24022.47,24022.47
IA,hyperlip,2017,46512.56,46512.56,46512.56
IA,hypertension,2017,23040.52,23040.52,23040.52
IA,ischemia,2017,75511.79,75511.79,75511.79
IA,arthritis,2017,18149.91,18149.91,18149.91
IA,psychotic,2017,35374.2,35374.2,35374.2
ID,atrial_fib,2017,39973.03,39973.03,39973.03
ID,asthma,2017,19785.95,19785.95,19785.95
ID,chronic_kidney,2017,26052.85,26052.85,26052.85
ID,pulmonary,2017,25073.16,25073.16,25073.16
ID,depression,2017,24115.37,24115.37,24115.37
ID,diabetes,2017,29080.44,29080.44,29080.44
ID,hyperlip,2017,37044.79,37044.79,37044.79
ID,ischemia,2017,87538.35,87538.35,87538.35
ID,stroke,2017,55801.33,55801.33,55801.33
IL,atrial_fib,2017,40968.04,40968.04,40968.04
IL,asthma,2017,29921.99,29921.99,29921.99
IL,chronic_kidney,2017,37919.87,37919.87,37919.87
IL,pulmonary,2017,31184.98,31184.98,31184.98
IL,depression,2017,26393.43,26393.43,26393.43
IL,diabetes,2017,33264.72,33264.72,33264.72
IL,hyperlip,2017,56051.06,56051.06,56051.06
IL,hypertension,2017,26283.53,26283.53,26283.53
IL,ischemia,2017,102628.08,102628.08,102628.08
IL,arthritis,2017,25030.14,25030.14,25030.14
IL,psychotic,2017,34249.63,34249.63,34249.63
IL,stroke,2017,75012.5,75012.5,75012.5
IN,atrial_fib,2017,36617.34,36617.34,36617.34
IN,asthma,2017,23176.07,23176.07,23176.07
IN,chronic_kidney,2017,33983.95,33983.95,33983.95
IN,pulmonary,2017,25258.29,25258.29,25258.29
IN,depression,2017,21990.64,21990.64,21990.64
IN,diabetes,2017,28065.52,28065.52,28065.52
IN,hyperlip,2017,63544.71,63544.71,63544.71
IN,hypertension,2017,26524.36,26524.36,26524.36
IN,ischemia,2017,102321.1,102321.1,102321.1
IN,arthritis,2017,16452.98,16452.98,16452.98
IN,psychotic,2017,29997.75,29997.75,29997.75
IN,stroke,2017,70405.18,70405.18,70405.18
KS,atrial_fib,2017,38973.27,38973.27,38973.27
KS,asthma,2017,30301.73,30301.73,30301.73
KS,chronic_kidney,2017,36629.78,36629.78,36629.78
KS,pulmonary,2017,32970.35,32970.35,32970.35
KS,depression,2017,30996.72,30996.72,30996.72
KS,diabetes,2017,30022.53,30022.53,30022.53
KS,hyperlip,2017,77208.16,77208.16,77208.16
KS,hypertension,2017,29254.76,29254.76,29254.76
KS,ischemia,2017,99278.88,99278.88,99278.88
KS,arthritis,2017,19821.29,19821.29,19821.29
KS,psychotic,2017,41278.2,41278.2,41278.2
KS,stroke,2017,77099.53,77099.53,77099.53
KY,atrial_fib,2017,43114.88,43114.88,43114.88
KY,asthma,2017,20307.8,20307.8,20307.8
KY,chronic_kidney,2017,27928.95,27928.95,27928.95
KY,pulmonary,2017,23518.82,23518.82,23518.82
KY,depression,2017,16397.47,16397.47,16397.47
KY,diabetes,2017,25142.72,25142.72,25142.72
KY,hyperlip,2017,45387.65,45387.65,45387.65
KY,hypertension,2017,22173.51,22173.51,22173.51
KY,ischemia,2017,91978.78,91978.78,91978.78
KY,arthritis,2017,30423.15,30423.15,30423.15
KY,psychotic,2017,27821.64,27821.64,27821.64
KY,stroke,2017,112743.75,112743.75,112743.75
LA,atrial_fib,2017,31956.72,31956.72,31956.72
LA,asthma,2017,24452.23,24452.23,24452.23
LA,chronic_kidney,2017,33871.64,33871.64,33871.64
LA,pulmonary,2017,27003.95,27003.95,27003.95
LA,depression,2017,19582.37,19582.37,19582.37
LA,diabetes,2017,27576.22,27576.22,27576.22
LA,hyperlip,2017,41614.78,41614.78,41614.78
LA,hypertension,2017,23005.16,23005.16,23005.16
LA,ischemia,2017,97661.19,97661.19,97661.19
LA,arthritis,2017,20865.08,20865.08,20865.08
LA,psychotic,2017,27546.24,27546.24,27546.24
LA,stroke,2017,76589.78,76589.78,76589.78
MA,atrial_fib,2017,37872.48,37872.48,37872.48
MA,asthma,2017,21689.65,21689.65,21689.65
MA,chronic_kidney,2017,35212.41,35212.41,35212.41
MA,pulmonary,2017,20667.48,20667.48,20667.48
MA,depression,2017,26373.1,26373.1,26373.1
MA,diabetes,2017,29879.19,29879.19,29879.19
MA,hyperlip,2017,47840.26,47840.26,47840.26
MA,hypertension,2017,23166.68,23166.68,23166.68
MA,ischemia,2017,81977.99,81977.99,81977.99
MA,arthritis,2017,23522.41,23522.41,23522.41
MA,psychotic,2017,36045.52,36045.52,36045.52
MA,stroke,2017,83975.13,83975.13,83975.13
MD,atrial_fib,2017,15719.29,15719.29,15719.29
MD,asthma,2017,9882.14,9882.14,9882.14
MD,chronic_kidney,2017,14101.68,14101.68,14101.68
MD,pulmonary,2017,9864.16,9864.16,9864.16
MD,depression,2017,9039.57,9039.57,9039.57
MD,diabetes,2017,11436.76,11436.76,11436.76
MD,hyperlip,2017,14793.63,14793.63,14793.63
MD,hypertension,2017,10623.07,10623.07,10623.07
MD,ischemia,2017,26563.93,26563.93,26563.93
MD,arthritis,2017,9667.52,9667.52,9667.52
MD,psychotic,2017,16430.59,16430.59,16430.59
MD,stroke,2017,26576.83,26576.83,26576.83
ME,atrial_fib,2017,24889.56,24889.56,24889.56
ME,asthma,2017,12719.13,12719.13,12719.13
ME,chronic_kidney,2017,20656.3,20656.3,20656.3
ME,pulmonary,2017,17867.43,17867.43,17867.43
ME,depression,2017,27662.27,27662.27,27662.27
ME,diabetes,2017,20801.54,20801.54,20801.54
ME,hyperlip,2017,29537.53,29537.53,29537.53
ME,hypertension,2017,16533.61,16533.61,16533.61
ME,ischemia,2017,61530.27,61530.27,61530.27
ME,psychotic,2017,21508.11,21508.11,21508.11
MI,atrial_fib,2017,33750.55,33750.55,33750.55
MI,asthma,2017,20030.76,20030.76,20030.76
MI,chronic_kidney,2017,24487.46,24487.46,24487.46
MI,pulmonary,2017,20707.24,20707.24,20707.24
MI,depression,2017,22104.72,22104.72,22104.72
MI,diabetes,2017,22028.46,22028.46,22028.46
MI,hyperlip,2017,36250.48,36250.48,36250.48
MI,hypertension,2017,21032.0,21032.0,21032.0
MI,ischemia,2017,68756.29,68756.29,68756.29
MI,arthritis,2017,21789.03,21789.03,21789.03
MI,psychotic,2017,21533.05,21533.05,21533.05
MI,stroke,2017,54544.83,54544.83,54544.83
MN,atrial_fib,2017,38831.01,38831.01,38831.01
MN,asthma,2017,20100.49,20100.49,20100.49
MN,chronic_kidney,2017,22698.43,22698.43,22698.43
MN,pulmonary,2017,20324.42,20324.42,20324.42
MN,depression,2017,24593.73,24593.73,24593.73
MN,diabetes,2017,25378.72,25378.72,25378.72
MN,hyperlip,2017,31754.75,31754.75,31754.75
MN,hypertension,2017,19717.64,19717.64,19717.64
MN,ischemia,2017,83548.73,83548.73,83548.73
MN,arthritis,2017,15964.67,15964.67,15964.67
MN,psychotic,2017,35993.12,35993.12,35993.12
MN,stroke,2017,52169.9,52169.9,52169.9
MO,atrial_fib,2017,36086.18,36086.18,36086.18
MO,asthma,2017,23441.23,23441.23,23441.23
MO,chronic_kidney,2017,33188.05,33188.05,33188.05
MO,pulmonary,2017,25729.0,25729.0,25729.0
MO,depression,2017,17779.44,17779.44,17779.44
MO,diabetes,2017,28371.15,28371.15,28371.15
MO,hyperlip,2017,45330.67,45330.67,45330.67
MO,hypertension,2017,28632.2,28632.2,28632.2
MO,ischemia,2017,89027.8,89027.8,89027.8
MO,arthritis,2017,21766.91,21766.91,21766.91
MO,psychotic,2017,34572.09,34572.09,34572.09
MO,stroke,2017,61201.52,61201.52,61201.52
MS,atrial_fib,2017,32006.57,32006.57,32006.57
MS,asthma,2017,19182.65,19182.65,19182.65
MS,chronic_kidney,2017,31188.26,31188.26,31188.26
MS,pulmonary,2017,28466.95,28466.95,28466.95
MS,depression,2017,14514.34,14514.34,14514.34
MS,diabetes,2017,25190.76,25190.76,25190.76
MS,hyperlip,2017,34785.36,34785.36,34785.36
MS,hypertension,2017,23994.32,23994.32,23994.32
MS,ischemia,2017,92289.29,92289.29,92289.29
MS,arthritis,2017,14168.64,14168.64,14168.64
MS,psychotic,2017,20500.39,20500.39,20500.39
MS,stroke,2017,68974.76,68974.76,68974.76
MT,atrial_fib,2017,20346.55,20346.55,20346.55
MT,chronic_kidney,2017,18014.5,18014.5,18014.5
MT,pulmonary,2017,19651.43,19651.43,19651.43
MT,depression,2017,10899.12,10899.12,10899.12
MT,diabetes,2017,20124.53,20124.53,20124.53
MT,hyperlip,2017,29723.74,29723.74,29723.74
MT,ischemia,2017,85511.68,85511.68,85511.68
MT,psychotic,2017,16288.07,16288.07,16288.07
NC,atrial_fib,2017,40199.65,40199.65,40199.65
NC,asthma,2017,19912.97,19912.97,19912.97
NC,chronic_kidney,2017,31610.13,31610.13,31610.13
NC,pulmonary,2017,20516.6,20516.6,20516.6
NC,depression,2017,22952.54,22952.54,22952.54
NC,diabetes,2017,22106.76,22106.76,22106.76
NC,hyperlip,2017,49521.97,49521.97,49521.97
NC,hypertension,2017,22770.8,22770.8,22770.8
NC,ischemia,2017,80271.48,80271.48,80271.48
NC,arthritis,2017,19849.19,19849.19,19849.19
NC,psychotic,2017,30306.67,30306.67,30306.67
NC,stroke,2017,60123.35,60123.35,60123.35
ND,atrial_fib,2017,31666.04,31666.04,31666.04
ND,asthma,2017,18472.57,18472.57,18472.57
ND,chronic_kidney,2017,18211.3,18211.3,18211.3
ND,pulmonary,2017,18639.64,18639.64,18639.64
ND,depression,2017,20730.03,20730.03,20730.03
ND,diabetes,2017,17491.46,17491.46,17491.46
ND,hyperlip,2017,43092.29,43092.29,43092.29
ND,hypertension,2017,14994.26,14994.26,14994.26
ND,ischemia,2017,73848.89,73848.89,73848.89
ND,arthritis,2017,12652.61,12652.61,12652.61
NE,atrial_fib,2017,35174.34,35174.34,35174.34
NE,asthma,2017,26903.61,26903.61,26903.61
NE,chronic_kidney,2017,30204.92,30204.92,30204.92
